"Var1"	"Var2"	"Correlation"	"freeze"
"T cell CD4- CD8-"	"B cell activated"	0.00987302707922783	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell activated"	0.007116904847918	"Replication"
"T cell CD4+ memory"	"B cell activated"	-0.0261786739901015	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell activated"	-0.0244980293042717	"Replication"
"T cell CD4+ Treg"	"B cell activated"	0.0196393192597085	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell activated"	-0.0146611111746905	"Replication"
"T cell CD8+ GZMK+"	"B cell activated"	-0.00331603756090959	"Replication"
"T cell CD8+ tissue-resident"	"B cell activated"	-0.000324806237541636	"Replication"
"T cell gd"	"B cell activated"	0.0341649907696381	"Replication"
"Tuft cell"	"B cell activated"	-0.0704094732213407	"Replication"
"B cell"	"B cell germinal centre/plasmablasts"	0.228126241712682	"Replication"
"B cell activated"	"B cell germinal centre/plasmablasts"	0.609087209496467	"Replication"
"B cell germinal centre/plasmablasts"	"B cell germinal centre/plasmablasts"	1	"Replication"
"B cell memory (1)"	"B cell germinal centre/plasmablasts"	0.394387277807944	"Replication"
"B cell memory (2)"	"B cell germinal centre/plasmablasts"	0.400865479493395	"Replication"
"B cell naive"	"B cell germinal centre/plasmablasts"	0.382065321942466	"Replication"
"B cell plasma IgA (1)"	"B cell germinal centre/plasmablasts"	-0.0613711405343781	"Replication"
"B cell plasma IgA (2)"	"B cell germinal centre/plasmablasts"	0.057475159282474	"Replication"
"B cell plasma IgA (3)"	"B cell germinal centre/plasmablasts"	0.0996642073824957	"Replication"
"Dendritic cell"	"B cell germinal centre/plasmablasts"	0.0710600580925962	"Replication"
"Endocrine cell"	"B cell germinal centre/plasmablasts"	-0.106900172974818	"Replication"
"Endothelial cell"	"B cell germinal centre/plasmablasts"	-0.0689256017848493	"Replication"
"Enterocyte middle villus (1)"	"B cell germinal centre/plasmablasts"	-0.179636522016348	"Replication"
"Enterocyte middle villus (2)"	"B cell germinal centre/plasmablasts"	-0.170388685865582	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell germinal centre/plasmablasts"	-0.17557642143073	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell germinal centre/plasmablasts"	-0.148941161471803	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell germinal centre/plasmablasts"	-0.166900584318061	"Replication"
"Enterocyte top villus"	"B cell germinal centre/plasmablasts"	-0.161566672865323	"Replication"
"Enterocytes BEST4"	"B cell germinal centre/plasmablasts"	-0.116178734992304	"Replication"
"Fibroblast/Myofibroblasts"	"B cell germinal centre/plasmablasts"	-0.0928506030454783	"Replication"
"Goblet cell crypt MKI67+"	"B cell germinal centre/plasmablasts"	-0.0974904842082102	"Replication"
"Goblet cell middle villus"	"B cell germinal centre/plasmablasts"	-0.174328987543103	"Replication"
"Goblet cell top villus"	"B cell germinal centre/plasmablasts"	-0.162420576672761	"Replication"
"ILC1/NKs"	"B cell germinal centre/plasmablasts"	0.0542864991127011	"Replication"
"ILC3"	"B cell germinal centre/plasmablasts"	0.030821152695511	"Replication"
"Mac (1)"	"B cell germinal centre/plasmablasts"	-0.00959164065607782	"Replication"
"Mac (2)"	"B cell germinal centre/plasmablasts"	-0.00946814669571462	"Replication"
"Mac intermediate (1)"	"B cell germinal centre/plasmablasts"	0.0265984308773382	"Replication"
"Mac intermediate (2)"	"B cell germinal centre/plasmablasts"	-0.0141968056160529	"Replication"
"Mast"	"B cell germinal centre/plasmablasts"	-0.0158754022053885	"Replication"
"Monocytes"	"B cell germinal centre/plasmablasts"	0.00169832394445916	"Replication"
"Paneth cell"	"B cell germinal centre/plasmablasts"	-0.139385969919614	"Replication"
"Pericytes"	"B cell germinal centre/plasmablasts"	-0.0671397648680332	"Replication"
"Smooth muscle cell"	"B cell germinal centre/plasmablasts"	-0.0784037697482207	"Replication"
"Stem cell LGR5+"	"B cell germinal centre/plasmablasts"	-0.120092810180054	"Replication"
"Stem cell MKI67+ (1)"	"B cell germinal centre/plasmablasts"	-0.0963568908905841	"Replication"
"Stem cell MKI67+ (2)"	"B cell germinal centre/plasmablasts"	-0.0823827835554187	"Replication"
"T cell CD4 naive"	"B cell germinal centre/plasmablasts"	0.0491461323973765	"Replication"
"T cell CD4 proliferating"	"B cell germinal centre/plasmablasts"	0.0930196715729422	"Replication"
"T cell CD4- CD8-"	"B cell germinal centre/plasmablasts"	0.0172530012429047	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell germinal centre/plasmablasts"	0.0408805161891718	"Replication"
"T cell CD4+ memory"	"B cell germinal centre/plasmablasts"	0.0247694461373501	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell germinal centre/plasmablasts"	0.0583455381811957	"Replication"
"T cell CD4+ Treg"	"B cell germinal centre/plasmablasts"	0.0738236111663933	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell germinal centre/plasmablasts"	0.0105713347513356	"Replication"
"T cell CD8+ GZMK+"	"B cell germinal centre/plasmablasts"	0.0488707933977889	"Replication"
"T cell CD8+ tissue-resident"	"B cell germinal centre/plasmablasts"	0.0440724315111839	"Replication"
"T cell gd"	"B cell germinal centre/plasmablasts"	0.0706037218799267	"Replication"
"Tuft cell"	"B cell germinal centre/plasmablasts"	-0.0550103716367768	"Replication"
"B cell"	"B cell memory (1)"	0.324687596807737	"Replication"
"B cell activated"	"B cell memory (1)"	0.172864303144963	"Replication"
"B cell germinal centre/plasmablasts"	"B cell memory (1)"	0.394387277807944	"Replication"
"B cell memory (1)"	"B cell memory (1)"	1	"Replication"
"B cell memory (2)"	"B cell memory (1)"	0.787135722504201	"Replication"
"B cell naive"	"B cell memory (1)"	0.609261319109851	"Replication"
"B cell plasma IgA (1)"	"B cell memory (1)"	-0.07958008754328	"Replication"
"B cell plasma IgA (2)"	"B cell memory (1)"	0.0371581874562508	"Replication"
"B cell plasma IgA (3)"	"B cell memory (1)"	0.0939097522606651	"Replication"
"Dendritic cell"	"B cell memory (1)"	0.0829882389946697	"Replication"
"Endocrine cell"	"B cell memory (1)"	-0.129648398100073	"Replication"
"Endothelial cell"	"B cell memory (1)"	-0.0656410792374229	"Replication"
"Enterocyte middle villus (1)"	"B cell memory (1)"	-0.213941366706483	"Replication"
"Enterocyte middle villus (2)"	"B cell memory (1)"	-0.205112347904681	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell memory (1)"	-0.234764131180382	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell memory (1)"	-0.22746712168536	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell memory (1)"	-0.25210630050543	"Replication"
"Enterocyte top villus"	"B cell memory (1)"	-0.183389027176129	"Replication"
"Enterocytes BEST4"	"B cell memory (1)"	-0.146688058593072	"Replication"
"Fibroblast/Myofibroblasts"	"B cell memory (1)"	-0.0896692013904778	"Replication"
"Goblet cell crypt MKI67+"	"B cell memory (1)"	-0.196093131312424	"Replication"
"Goblet cell middle villus"	"B cell memory (1)"	-0.202593250824581	"Replication"
"Goblet cell top villus"	"B cell memory (1)"	-0.177974629978672	"Replication"
"ILC1/NKs"	"B cell memory (1)"	0.114892670595968	"Replication"
"ILC3"	"B cell memory (1)"	0.0801755707027202	"Replication"
"Mac (1)"	"B cell memory (1)"	0.0585120081031026	"Replication"
"Mac (2)"	"B cell memory (1)"	-0.000559418743450304	"Replication"
"Mac intermediate (1)"	"B cell memory (1)"	0.0671208902669821	"Replication"
"Mac intermediate (2)"	"B cell memory (1)"	0.0116267586711637	"Replication"
"Mast"	"B cell memory (1)"	0.0286407719384915	"Replication"
"Monocytes"	"B cell memory (1)"	0.0326785768103527	"Replication"
"Paneth cell"	"B cell memory (1)"	-0.207965055219625	"Replication"
"Pericytes"	"B cell memory (1)"	-0.0742090880749049	"Replication"
"Smooth muscle cell"	"B cell memory (1)"	-0.0779341152468989	"Replication"
"Stem cell LGR5+"	"B cell memory (1)"	-0.186109865357869	"Replication"
"Stem cell MKI67+ (1)"	"B cell memory (1)"	-0.210669269373289	"Replication"
"Stem cell MKI67+ (2)"	"B cell memory (1)"	-0.197146547091549	"Replication"
"T cell CD4 naive"	"B cell memory (1)"	0.203384584513372	"Replication"
"T cell CD4 proliferating"	"B cell memory (1)"	0.0117057408754891	"Replication"
"T cell CD4- CD8-"	"B cell memory (1)"	0.0251997370878406	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell memory (1)"	0.108132884388183	"Replication"
"T cell CD4+ memory"	"B cell memory (1)"	0.147807874777594	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell memory (1)"	0.196051374177487	"Replication"
"T cell CD4+ Treg"	"B cell memory (1)"	0.142703412808612	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell memory (1)"	0.0440504947189175	"Replication"
"T cell CD8+ GZMK+"	"B cell memory (1)"	0.142694781597916	"Replication"
"T cell CD8+ tissue-resident"	"B cell memory (1)"	0.161652905256914	"Replication"
"T cell gd"	"B cell memory (1)"	0.137769020971527	"Replication"
"Tuft cell"	"B cell memory (1)"	-0.0911745690789319	"Replication"
"B cell"	"B cell memory (2)"	0.363989008488795	"Replication"
"B cell activated"	"B cell memory (2)"	0.191312252556627	"Replication"
"B cell germinal centre/plasmablasts"	"B cell memory (2)"	0.400865479493395	"Replication"
"B cell memory (1)"	"B cell memory (2)"	0.787135722504201	"Replication"
"B cell memory (2)"	"B cell memory (2)"	1	"Replication"
"B cell naive"	"B cell memory (2)"	0.670845172281627	"Replication"
"B cell plasma IgA (1)"	"B cell memory (2)"	-0.066357962137829	"Replication"
"B cell plasma IgA (2)"	"B cell memory (2)"	0.0364068410854855	"Replication"
"B cell plasma IgA (3)"	"B cell memory (2)"	0.0872758919191419	"Replication"
"Dendritic cell"	"B cell memory (2)"	0.104492288827888	"Replication"
"Endocrine cell"	"B cell memory (2)"	-0.130691785593701	"Replication"
"Endothelial cell"	"B cell memory (2)"	-0.0411247119061874	"Replication"
"Enterocyte middle villus (1)"	"B cell memory (2)"	-0.18302277004521	"Replication"
"Enterocyte middle villus (2)"	"B cell memory (2)"	-0.180973903264701	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell memory (2)"	-0.208899331891843	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell memory (2)"	-0.199943499267301	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell memory (2)"	-0.220778174852574	"Replication"
"Enterocyte top villus"	"B cell memory (2)"	-0.16360131809865	"Replication"
"Enterocytes BEST4"	"B cell memory (2)"	-0.121853482701321	"Replication"
"Fibroblast/Myofibroblasts"	"B cell memory (2)"	-0.0793830445734671	"Replication"
"Goblet cell crypt MKI67+"	"B cell memory (2)"	-0.187727643218632	"Replication"
"Goblet cell middle villus"	"B cell memory (2)"	-0.18964229722782	"Replication"
"Goblet cell top villus"	"B cell memory (2)"	-0.16449348006361	"Replication"
"ILC1/NKs"	"B cell memory (2)"	0.110217700547425	"Replication"
"ILC3"	"B cell memory (2)"	0.0743718226589973	"Replication"
"Mac (1)"	"B cell memory (2)"	0.0394855607499683	"Replication"
"Mac (2)"	"B cell memory (2)"	0.0141950068001578	"Replication"
"Mac intermediate (1)"	"B cell memory (2)"	0.0728423961900243	"Replication"
"Mac intermediate (2)"	"B cell memory (2)"	0.0237723144824436	"Replication"
"Mast"	"B cell memory (2)"	0.0368457258501016	"Replication"
"Monocytes"	"B cell memory (2)"	0.0325286021064408	"Replication"
"Paneth cell"	"B cell memory (2)"	-0.18432407362678	"Replication"
"Pericytes"	"B cell memory (2)"	-0.0561860541938877	"Replication"
"Smooth muscle cell"	"B cell memory (2)"	-0.0667561129505036	"Replication"
"Stem cell LGR5+"	"B cell memory (2)"	-0.165557534250652	"Replication"
"Stem cell MKI67+ (1)"	"B cell memory (2)"	-0.194173244617278	"Replication"
"Stem cell MKI67+ (2)"	"B cell memory (2)"	-0.183734329916865	"Replication"
"T cell CD4 naive"	"B cell memory (2)"	0.19902833710362	"Replication"
"T cell CD4 proliferating"	"B cell memory (2)"	0.014994929439696	"Replication"
"T cell CD4- CD8-"	"B cell memory (2)"	0.0481423916149086	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell memory (2)"	0.102413808417275	"Replication"
"T cell CD4+ memory"	"B cell memory (2)"	0.139095768022467	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell memory (2)"	0.178984203916951	"Replication"
"T cell CD4+ Treg"	"B cell memory (2)"	0.128154969661828	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell memory (2)"	0.0604461832758375	"Replication"
"T cell CD8+ GZMK+"	"B cell memory (2)"	0.140068805048092	"Replication"
"T cell CD8+ tissue-resident"	"B cell memory (2)"	0.146678227345849	"Replication"
"T cell gd"	"B cell memory (2)"	0.123329273615189	"Replication"
"Tuft cell"	"B cell memory (2)"	-0.0868644530500239	"Replication"
"B cell"	"B cell naive"	0.27419326985598	"Replication"
"B cell activated"	"B cell naive"	0.18361540556151	"Replication"
"B cell germinal centre/plasmablasts"	"B cell naive"	0.382065321942466	"Replication"
"B cell memory (1)"	"B cell naive"	0.609261319109851	"Replication"
"B cell memory (2)"	"B cell naive"	0.670845172281627	"Replication"
"B cell naive"	"B cell naive"	1	"Replication"
"B cell plasma IgA (1)"	"B cell naive"	-0.0671573762288577	"Replication"
"B cell plasma IgA (2)"	"B cell naive"	0.0173355390735532	"Replication"
"B cell plasma IgA (3)"	"B cell naive"	0.0382720515739175	"Replication"
"Dendritic cell"	"B cell naive"	0.111364133674558	"Replication"
"Endocrine cell"	"B cell naive"	-0.138285498572278	"Replication"
"Endothelial cell"	"B cell naive"	-0.0360680607314721	"Replication"
"Enterocyte middle villus (1)"	"B cell naive"	-0.177307650076109	"Replication"
"Enterocyte middle villus (2)"	"B cell naive"	-0.176666963793523	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell naive"	-0.200186828080158	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell naive"	-0.19271621749672	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell naive"	-0.212227501055148	"Replication"
"Enterocyte top villus"	"B cell naive"	-0.158092717365106	"Replication"
"Enterocytes BEST4"	"B cell naive"	-0.120172119709004	"Replication"
"Fibroblast/Myofibroblasts"	"B cell naive"	-0.0857281429918271	"Replication"
"Goblet cell crypt MKI67+"	"B cell naive"	-0.175267239061689	"Replication"
"Goblet cell middle villus"	"B cell naive"	-0.187520862479531	"Replication"
"Goblet cell top villus"	"B cell naive"	-0.155513261270341	"Replication"
"ILC1/NKs"	"B cell naive"	0.132253153599468	"Replication"
"ILC3"	"B cell naive"	0.100391663713113	"Replication"
"Mac (1)"	"B cell naive"	0.0329369022240258	"Replication"
"Mac (2)"	"B cell naive"	0.0032890462744473	"Replication"
"Mac intermediate (1)"	"B cell naive"	0.0784013449129757	"Replication"
"Mac intermediate (2)"	"B cell naive"	0.0317851502193091	"Replication"
"Mast"	"B cell naive"	0.0381318875594697	"Replication"
"Monocytes"	"B cell naive"	0.0348703014698152	"Replication"
"Paneth cell"	"B cell naive"	-0.182067996595002	"Replication"
"Pericytes"	"B cell naive"	-0.0617808187187268	"Replication"
"Smooth muscle cell"	"B cell naive"	-0.0663138836248523	"Replication"
"Stem cell LGR5+"	"B cell naive"	-0.158756905096278	"Replication"
"Stem cell MKI67+ (1)"	"B cell naive"	-0.177658552146642	"Replication"
"Stem cell MKI67+ (2)"	"B cell naive"	-0.172968562484299	"Replication"
"T cell CD4 naive"	"B cell naive"	0.23395087712289	"Replication"
"T cell CD4 proliferating"	"B cell naive"	0.0224637008270248	"Replication"
"T cell CD4- CD8-"	"B cell naive"	0.0477550517742397	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell naive"	0.105106183657458	"Replication"
"T cell CD4+ memory"	"B cell naive"	0.134823545226389	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell naive"	0.183985448452854	"Replication"
"T cell CD4+ Treg"	"B cell naive"	0.124489126300856	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell naive"	0.0656502885600171	"Replication"
"T cell CD8+ GZMK+"	"B cell naive"	0.128178791698107	"Replication"
"T cell CD8+ tissue-resident"	"B cell naive"	0.132069123239406	"Replication"
"T cell gd"	"B cell naive"	0.127999692002326	"Replication"
"Tuft cell"	"B cell naive"	-0.0910580732695259	"Replication"
"B cell"	"B cell plasma IgA (1)"	0.00130050420150322	"Replication"
"B cell activated"	"B cell plasma IgA (1)"	-0.0500766868602935	"Replication"
"B cell germinal centre/plasmablasts"	"B cell plasma IgA (1)"	-0.0613711405343781	"Replication"
"B cell memory (1)"	"B cell plasma IgA (1)"	-0.07958008754328	"Replication"
"B cell memory (2)"	"B cell plasma IgA (1)"	-0.066357962137829	"Replication"
"B cell naive"	"B cell plasma IgA (1)"	-0.0671573762288577	"Replication"
"B cell plasma IgA (1)"	"B cell plasma IgA (1)"	1	"Replication"
"B cell plasma IgA (2)"	"B cell plasma IgA (1)"	0.395201991015472	"Replication"
"B cell plasma IgA (3)"	"B cell plasma IgA (1)"	0.341651180472493	"Replication"
"Dendritic cell"	"B cell plasma IgA (1)"	-0.0657341191190583	"Replication"
"Endocrine cell"	"B cell plasma IgA (1)"	0.0350401028879027	"Replication"
"Endothelial cell"	"B cell plasma IgA (1)"	-0.0578077658902322	"Replication"
"Enterocyte middle villus (1)"	"B cell plasma IgA (1)"	0.0557562051806759	"Replication"
"Enterocyte middle villus (2)"	"B cell plasma IgA (1)"	0.0506656127501115	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell plasma IgA (1)"	-0.00641155674647551	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell plasma IgA (1)"	-0.0703348320706314	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell plasma IgA (1)"	-0.0658392072363579	"Replication"
"Enterocyte top villus"	"B cell plasma IgA (1)"	0.0625073565429568	"Replication"
"Enterocytes BEST4"	"B cell plasma IgA (1)"	-0.00914512207519957	"Replication"
"Fibroblast/Myofibroblasts"	"B cell plasma IgA (1)"	-0.0416889610070234	"Replication"
"Goblet cell crypt MKI67+"	"B cell plasma IgA (1)"	-0.0540337101605066	"Replication"
"Goblet cell middle villus"	"B cell plasma IgA (1)"	0.0722597859231686	"Replication"
"Goblet cell top villus"	"B cell plasma IgA (1)"	0.079925824443891	"Replication"
"ILC1/NKs"	"B cell plasma IgA (1)"	-0.0815497778462825	"Replication"
"ILC3"	"B cell plasma IgA (1)"	-0.0755459599036316	"Replication"
"Mac (1)"	"B cell plasma IgA (1)"	-0.0808421674653696	"Replication"
"Mac (2)"	"B cell plasma IgA (1)"	-0.019070268667788	"Replication"
"Mac intermediate (1)"	"B cell plasma IgA (1)"	-0.0963723443031079	"Replication"
"Mac intermediate (2)"	"B cell plasma IgA (1)"	-0.0423039850532764	"Replication"
"Mast"	"B cell plasma IgA (1)"	-0.0313521599821614	"Replication"
"Monocytes"	"B cell plasma IgA (1)"	-0.00187244018898974	"Replication"
"Paneth cell"	"B cell plasma IgA (1)"	0.0356825288049643	"Replication"
"Pericytes"	"B cell plasma IgA (1)"	-0.0320825024165825	"Replication"
"Smooth muscle cell"	"B cell plasma IgA (1)"	-0.0200399246581528	"Replication"
"Stem cell LGR5+"	"B cell plasma IgA (1)"	-0.064972965043283	"Replication"
"Stem cell MKI67+ (1)"	"B cell plasma IgA (1)"	-0.118255708391095	"Replication"
"Stem cell MKI67+ (2)"	"B cell plasma IgA (1)"	-0.119854850114414	"Replication"
"T cell CD4 naive"	"B cell plasma IgA (1)"	-0.089625744298375	"Replication"
"T cell CD4 proliferating"	"B cell plasma IgA (1)"	-0.0872204518640017	"Replication"
"T cell CD4- CD8-"	"B cell plasma IgA (1)"	-0.0186047717737495	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell plasma IgA (1)"	-0.105997041472033	"Replication"
"T cell CD4+ memory"	"B cell plasma IgA (1)"	-0.0885069984393337	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell plasma IgA (1)"	-0.098043628943425	"Replication"
"T cell CD4+ Treg"	"B cell plasma IgA (1)"	-0.0916695020748872	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell plasma IgA (1)"	-0.0281932203132173	"Replication"
"T cell CD8+ GZMK+"	"B cell plasma IgA (1)"	-0.0836605619747205	"Replication"
"T cell CD8+ tissue-resident"	"B cell plasma IgA (1)"	-0.107055558747787	"Replication"
"T cell gd"	"B cell plasma IgA (1)"	-0.101254365100543	"Replication"
"Tuft cell"	"B cell plasma IgA (1)"	-0.0443464781029181	"Replication"
"B cell"	"B cell plasma IgA (2)"	0.052811035761124	"Replication"
"B cell activated"	"B cell plasma IgA (2)"	0.0552342816205771	"Replication"
"B cell germinal centre/plasmablasts"	"B cell plasma IgA (2)"	0.057475159282474	"Replication"
"B cell memory (1)"	"B cell plasma IgA (2)"	0.0371581874562508	"Replication"
"B cell memory (2)"	"B cell plasma IgA (2)"	0.0364068410854855	"Replication"
"B cell naive"	"B cell plasma IgA (2)"	0.0173355390735532	"Replication"
"B cell plasma IgA (1)"	"B cell plasma IgA (2)"	0.395201991015472	"Replication"
"B cell plasma IgA (2)"	"B cell plasma IgA (2)"	1	"Replication"
"B cell plasma IgA (3)"	"B cell plasma IgA (2)"	0.870741640685139	"Replication"
"Dendritic cell"	"B cell plasma IgA (2)"	-0.0207085865622467	"Replication"
"Endocrine cell"	"B cell plasma IgA (2)"	-0.0684106148197902	"Replication"
"Endothelial cell"	"B cell plasma IgA (2)"	-0.0396780935605102	"Replication"
"Enterocyte middle villus (1)"	"B cell plasma IgA (2)"	-0.0978087885277842	"Replication"
"Enterocyte middle villus (2)"	"B cell plasma IgA (2)"	-0.105122473326604	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell plasma IgA (2)"	-0.133693699491072	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell plasma IgA (2)"	-0.144836451782402	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell plasma IgA (2)"	-0.14549172196338	"Replication"
"Enterocyte top villus"	"B cell plasma IgA (2)"	-0.0901593468494159	"Replication"
"Enterocytes BEST4"	"B cell plasma IgA (2)"	-0.0814275748462126	"Replication"
"Fibroblast/Myofibroblasts"	"B cell plasma IgA (2)"	-0.029300304836907	"Replication"
"Goblet cell crypt MKI67+"	"B cell plasma IgA (2)"	-0.100712960114214	"Replication"
"Goblet cell middle villus"	"B cell plasma IgA (2)"	-0.0723578628957364	"Replication"
"Goblet cell top villus"	"B cell plasma IgA (2)"	-0.0776460760457854	"Replication"
"ILC1/NKs"	"B cell plasma IgA (2)"	-0.0221447797407353	"Replication"
"ILC3"	"B cell plasma IgA (2)"	-0.018196130105998	"Replication"
"Mac (1)"	"B cell plasma IgA (2)"	-0.036740628077584	"Replication"
"Mac (2)"	"B cell plasma IgA (2)"	-0.00487692536274884	"Replication"
"Mac intermediate (1)"	"B cell plasma IgA (2)"	-0.051322271490726	"Replication"
"Mac intermediate (2)"	"B cell plasma IgA (2)"	-0.0188364214092486	"Replication"
"Mast"	"B cell plasma IgA (2)"	-0.00265540095276803	"Replication"
"Monocytes"	"B cell plasma IgA (2)"	0.0142209696462957	"Replication"
"Paneth cell"	"B cell plasma IgA (2)"	-0.0492588945528904	"Replication"
"Pericytes"	"B cell plasma IgA (2)"	-0.0136650040758152	"Replication"
"Smooth muscle cell"	"B cell plasma IgA (2)"	-0.0197762844217207	"Replication"
"Stem cell LGR5+"	"B cell plasma IgA (2)"	-0.128193381626878	"Replication"
"Stem cell MKI67+ (1)"	"B cell plasma IgA (2)"	-0.147561834515068	"Replication"
"Stem cell MKI67+ (2)"	"B cell plasma IgA (2)"	-0.139323360866165	"Replication"
"T cell CD4 naive"	"B cell plasma IgA (2)"	-0.0535154557918118	"Replication"
"T cell CD4 proliferating"	"B cell plasma IgA (2)"	-0.0493533323367031	"Replication"
"T cell CD4- CD8-"	"B cell plasma IgA (2)"	-0.0109316405762194	"Replication"
"T cell CD4+ CXCR6+ memory"	"B cell plasma IgA (2)"	-0.0429809978207675	"Replication"
"T cell CD4+ memory"	"B cell plasma IgA (2)"	-0.033609506014119	"Replication"
"T cell CD4+ PASK+ CCR7+"	"B cell plasma IgA (2)"	-0.0514451295799487	"Replication"
"T cell CD4+ Treg"	"B cell plasma IgA (2)"	-0.0333748099980072	"Replication"
"T cell CD8+ FGFBP2+ effector"	"B cell plasma IgA (2)"	-0.00542695641208976	"Replication"
"T cell CD8+ GZMK+"	"B cell plasma IgA (2)"	-0.0385350037419746	"Replication"
"T cell CD8+ tissue-resident"	"B cell plasma IgA (2)"	-0.0450331946341873	"Replication"
"T cell gd"	"B cell plasma IgA (2)"	-0.0350308220205676	"Replication"
"Tuft cell"	"B cell plasma IgA (2)"	-0.0657830624241199	"Replication"
"B cell"	"B cell plasma IgA (3)"	0.0693817001094257	"Replication"
"B cell activated"	"B cell plasma IgA (3)"	0.0800632827100218	"Replication"
"B cell germinal centre/plasmablasts"	"B cell plasma IgA (3)"	0.0996642073824957	"Replication"
"B cell memory (1)"	"B cell plasma IgA (3)"	0.0939097522606651	"Replication"
"B cell memory (2)"	"B cell plasma IgA (3)"	0.0872758919191419	"Replication"
"B cell naive"	"B cell plasma IgA (3)"	0.0382720515739175	"Replication"
"B cell plasma IgA (1)"	"B cell plasma IgA (3)"	0.341651180472493	"Replication"
"B cell plasma IgA (2)"	"B cell plasma IgA (3)"	0.870741640685139	"Replication"
"B cell plasma IgA (3)"	"B cell plasma IgA (3)"	1	"Replication"
"Dendritic cell"	"B cell plasma IgA (3)"	-0.00597981627657792	"Replication"
"Endocrine cell"	"B cell plasma IgA (3)"	-0.0782453905913328	"Replication"
"Endothelial cell"	"B cell plasma IgA (3)"	-0.0195460178267636	"Replication"
"Enterocyte middle villus (1)"	"B cell plasma IgA (3)"	-0.119112937656988	"Replication"
"Enterocyte middle villus (2)"	"B cell plasma IgA (3)"	-0.129555172940398	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"B cell plasma IgA (3)"	-0.159090844893354	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"B cell plasma IgA (3)"	-0.169318800767217	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"B cell plasma IgA (3)"	-0.164965870240069	"Replication"
"Enterocyte top villus"	"B cell plasma IgA (3)"	-0.113003942280332	"Replication"
"Enterocytes BEST4"	"B cell plasma IgA (3)"	-0.0989299983262544	"Replication"
"Fibroblast/Myofibroblasts"	"B cell plasma IgA (3)"	-0.0204827490185055	"Replication"
"Goblet cell crypt MKI67+"	"B cell plasma IgA (3)"	-0.11291229840476	"Replication"
"Goblet cell middle villus"	"B cell plasma IgA (3)"	-0.0887156007752901	"Replication"
"Goblet cell top villus"	"B cell plasma IgA (3)"	-0.0978902146595779	"Replication"
"ILC1/NKs"	"B cell plasma IgA (3)"	-0.0134719886089375	"Replication"
"ILC3"	"B cell plasma IgA (3)"	-0.00464851026363305	"Replication"
"Mac (1)"	"B cell plasma IgA (3)"	-0.0242548728178075	"Replication"
"Mac (2)"	"B cell plasma IgA (3)"	-0.00575721288191789	"Replication"
"Mac intermediate (1)"	"B cell plasma IgA (3)"	-0.0353226099730832	"Replication"
"Mac intermediate (2)"	"B cell plasma IgA (3)"	-0.00744541272562607	"Replication"
"Mast"	"B cell plasma IgA (3)"	0.00654364183926419	"Replication"
